addr_street,addr_number,addr_building,addr_letter,addr_district,comm_type,comm_num,comm_room_num,data_series,data_buildingdate,data_reconstructiondate,data_buildingarea,data_livingarea,data_nonolivingarea,data_stairs,data_storeys,data_residents,data_mansardarea,eng_heatingcentral,eng_heatingauto,eng_heatingfire,eng_hotwater,eng_hotwatergas,eng_hotwaterwood,eng_electro,eng_gascentral,eng_gasnoncentral,eng_refusechute,flat_type,flat_num,flat_room_num,internal_num,lift_exploitfromdate,lift_reconstructiondate,lift_repairdate,outclean_all,param_crdate,param_ukname,param_failure,repair_year,repair_job,rfc_shaftcount,roof_metalarea,seng_liftcount,seng_pzu,special_basementarea,number,address,coordinates
Витебский пр.,47,4,А,Московский,"2 комн., 4 комн.","1, 1","2, 4",1-ЛГ-507-6Т,1964,,5897.8,5055.0,324.4,6,5,220,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн., 4 комн.","36, 25, 46, 1","36, 50, 138, 4",2,,,,3696.0,19.10.2010,"ООО ""Жилкомсервис № 1 Московского района""",0.0,2004; 2009; 2011; 2011; 2012,Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы электроснабжения; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения; Благоустройство придомовой территории,,,,6,754.0,10152,"г.Санкт-Петербург, Витебский проспект, дом 47, корпус 4, литера А","59.850813189,30.360539979"
Тихорецкий пр.,16,,А,Выборгский,3 комн.,4,12,Индивидуальный,1962,,2712.54,2345.34,142.6,3,5,150,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","23, 13, 16","23, 26, 48",2,,,,3119.0,19.10.2010,"ООО ""СТРОИТЕЛЬНЫЕ СИСТЕМЫ""",0.0,2007; 2009,Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы холодного водоснабжения,,849.0,,3,526.9,10153,"г.Санкт-Петербург, Тихорецкий проспект, дом 16, литера А","60.015612513,30.36636384"
Черной речки наб.,8,,А,Приморский,2 комн.,1,2,Индивидуальный,1958,,5430.6,4157.1,691.5,5,5,154,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн., 4 комн.","7, 39, 17, 4","7, 78, 51, 16",,,,,4794.0,19.10.2010,"ООО ""Жилкомсервис №2 Приморского района""",0.0,1995; 1998,разные виды работ/замена участков трубопроводов инженерных сетей; Ремонт конструкций и замена покрытий крыш,,1711.0,,5,941.0,10154,"г.Санкт-Петербург, набережная Чёрной речки, дом 8, литера А","59.98809808,30.299010656"
Загородный пр.,15,,А,Центральный,"3 комн., 4 комн.","6, 3","18, 12",Индивидуальный,1916,,3232.0,2167.0,655.0,4,5,97,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"2 комн., 3 комн., 4 комн.","9, 6, 1","18, 18, 4",6,,,,1746.0,19.10.2010,"ООО ""Жилкомсервис № 2 Центрального района""",0.0,2012; 2012; 2012,Монтаж ИТП; Ремонт или замена системы отопления; Ремонт конструкций и замена покрытий крыш,,1045.0,,4,,10155,"г.Санкт-Петербург, Загородный проспект, дом 15, литера А","59.925678058,30.340460724"
Обуховской Обороны пр.,33,2,А,Невский,"2 комн., 3 комн., 4 комн.","1, 5, 3","2, 15, 12",Индивидуальный,1953,,3323.6,2577.58,465.92,3,5,196,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"2 комн., 3 комн., 4 комн.","9, 13, 4","18, 39, 16",,,,,1874.0,19.10.2010,"ООО ""Жилкомсервис № 2 Невского района""",0.0,2007; 2007; 2012; 2014,Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы холодного водоснабжения,,946.0,,3,319.0,10156,"г.Санкт-Петербург, проспект Обуховской Обороны, дом 33, корпус 2, литера А","59.91240968,30.4052615"
Витебский пр.,61,4,А,Московский,"2 комн., 4 комн.","1, 1","2, 4",1-ЛГ-507,1965,,5922.8,5083.0,325.0,6,5,274,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн., 4 комн.","36, 25, 46, 1","36, 50, 138, 4",1,,,,3659.0,19.10.2010,"ООО ""Жилкомсервис № 1 Московского района""",0.0,2013,Ремонт конструкций и замена покрытий крыш,,,,6,757.0,10157,"г.Санкт-Петербург, Витебский проспект, дом 61, корпус 4, литера А","59.845864395,30.36303032"
Малоохтинский пр.,90,,А,Красногвардейский,7 комн.,5,35,Индивидуальный,1939,,4500.0,3498.0,,3,5,213,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,,,,,,,,2043.0,21.10.2013,"ООО ""Жилкомсервис  №2 Красногвардейского района""",0.0,,,,1001.0,,,967.0,10158,"г.Санкт-Петербург, Малоохтинский проспект, дом 90, литера А","59.923719737,30.405275324"
Железноводская ул.,24,,А,Василеостровский,"3 комн., 4 комн.","2, 7","6, 28",Индивидуальный,1912,,1606.4,1468.4,108.4,1,6,80,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн., 4 комн.","2, 1, 10, 1","2, 2, 30, 4",2,,,,862.0,21.10.2013,"ЗАО ""Сити Сервис""",0.0,,,,784.0,,1,241.1,10159,"г.Санкт-Петербург, Железноводская улица, дом 24, литера А","59.952290683,30.253668062"
Стремянная ул.,20,,А,Центральный,"3 комн., 5 комн., 6 комн., 7 комн.","1, 2, 1, 2","3, 10, 6, 14",Индивидуальный,1899,,2326.0,1456.5,666.5,2,5,55,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"1 комн., 4 комн., 7 комн.","1, 1, 1","1, 4, 7",7,,,,326.0,21.10.2013,"ООО ""Жилкомсервис № 2 Центрального района""",0.0,,,,777.5,,2,325.0,10160,"г.Санкт-Петербург, Стремянная улица, дом 20, литера А","59.930885768,30.353499308"
"18-я линия, В.О.",21,,А,Василеостровский,"2 комн., 3 комн., 4 комн., 5 комн.","3, 7, 17, 3","6, 21, 68, 15",Индивидуальный,1913,,8159.03,6877.03,,4,7,263,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн., 4 комн.","3, 28, 7, 12","3, 56, 21, 48",,"1984,1989",,2009  (1 ед.),1766.0,21.10.2013,"ООО "" УК ВОЗРОЖДЕНИЕ""",0.0,2005; 2008; 2010; 2010; 2010; 2010; 2010,Ремонт или замена системы электроснабжения; Ремонт фасадов без утепления; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш,,2005.0,2,4,,10161,"г.Санкт-Петербург, 18-я линия В.О., дом 21, литера А","59.93597087,30.267133289"
Нарвский пр.,23/2,,М,Адмиралтейский,"2 комн., 3 комн.","3, 5","6, 15",Индивидуальный,1912,,2770.8,2530.8,,2,6,166,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн., 4 комн.","5, 25, 10, 1","5, 50, 30, 4",,"1962, 1967",,"2009, 2009",,21.10.2013,"ООО ""СТИЛЕС""",0.0,,,,766.0,2,2,465.0,10162,"г.Санкт-Петербург, Нарвский проспект, дом 23/2, литера М","59.902832678,30.271989228"
Коломенская ул.,3,,А,Центральный,"2 комн., 4 комн.","5, 1","10, 4",Индивидуальный,1898,1988,3625.2,2191.0,432.0,4,5,85,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","8, 16, 8","8, 32, 24",5,1988 (2 ед.).,,,752.0,21.10.2013,"ООО ""Жилкомсервис № 2 Центрального района""",0.0,,,,1104.0,2,4,420.0,10163,"г.Санкт-Петербург, Коломенская улица, дом 3, литера А","59.926397197,30.354287507"
Пушкинская ул.,1/77,,А,Центральный,4 комн.,1,4,Индивидуальный,1916,1972,7164.3,5042.83,1156.17,6,5,138,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"2 комн., 3 комн., 4 комн.","25, 31, 3","50, 93, 12",11,"1972, 1972, 1972, 1972, 1973, 1973",2017г. (6 ед.),,1904.0,21.10.2013,"ООО ""Жилкомсервис № 2 Центрального района""",0.0,,,,2250.0,6,5,,10164,"г.Санкт-Петербург, Пушкинская улица, дом 1/77, литера А","59.931010825,30.357520566"
Танкиста Хрустицкого ул.,58,,А,Кировский,"2 комн., 3 комн.","1, 1","2, 3",Г3,1960,,868.8,757.6,,2,3,42,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","6, 5, 5","6, 10, 15",,,,,791.0,21.10.2013,"ООО ""Жилкомсервис № 1 Кировского района""",0.0,,,,,,2,223.2,10165,"г.Санкт-Петербург, улица Танкиста Хрустицкого, дом 58, литера А","59.838092267,30.251569085"
"пос. Лисий Нос, Раздельный пр.",46,,А,Приморский,"2 комн., 3 комн.","1, 4","2, 12",Типовой,1959,,714.0,659.6,,2,2,63,,1,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,"1 комн., 2 комн.","4, 3","4, 6",,,,,5285.0,21.10.2013,"ООО ""Жилкомсервис № 1 Приморского района""",0.0,2006,Ремонт или замена системы отопления,,566.0,,,526.0,10166,"Санкт-Петербург, посёлок Лисий Нос, Раздельный проспект, дом 46, литера А","60.014697714,30.02802226"
Ломоносова ул.,16,,М,Центральный,3 комн.,1,3,Индивидуальный,1874,,1131.0,737.1,327.9,1,4,17,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 4 комн., 5 комн.","7, 1, 1, 1","7, 2, 4, 5",3,,,,,21.10.2013,"ООО ""Жилкомсервис № 2 Центрального района""",0.0,,,,659.0,,1,0.0,10167,"г.Санкт-Петербург, улица Ломоносова, дом 16, литера М","59.928139952,30.33989487"
Нарвский пр.,31,,Ж,Адмиралтейский,"2 комн., 3 комн.","1, 2","2, 6",Индивидуальный,1917,,1509.7,965.23,344.97,1,5,35,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"2 комн., 3 комн.","12, 1","24, 3",5,,,,1099.0,21.10.2013,"ООО ""СТИЛЕС""",0.0,,,,389.0,,1,346.2,10168,"г.Санкт-Петербург, Нарвский проспект, дом 31, литера Ж","59.90214586,30.273112142"
Итальянская ул.,10/5,,А,Центральный,"2 комн., 3 комн.","3, 1","6, 3",Индивидуальный,1833,,3009.0,1626.0,1074.0,4,3,39,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн., 4 комн.","1, 1, 3, 11","1, 2, 9, 44",3,,,,407.0,22.12.2008,"ТСЖ ""Итальянская""",0.0,2007; 2010; 2010; 2010; 2010; 2011,Расходы на изготовление проектно-сметной документации; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш,,12.61,,1,334.0,10169,"г.Санкт-Петербург, Итальянская улица, дом 10/5, литера А","59.93633933,30.335490869"
Маринеско ул.,12,,А,Кировский,"2 комн., 3 комн.","38, 10","76, 30",ИТП,1960,,4540.41,3600.81,570.8,4,5,162,0.0,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"2 комн., 3 комн.","2, 10","4, 30",,-,-,-,1977.0,25.03.2013,"ГУПРЭП ""Строитель""",0.0,2011,Ремонт конструкций и замена покрытий крыш,0.0,1265.6,0.0,4,289.0,10170,"г.Санкт-Петербург, улица Маринеско, дом 12, литера А","59.868461405,30.267107309"
